sig_id	x	y	DBSCAN-clustering	KMeans-clustering	p-value	Cell	Dose	Perturbation_ID	Time	Perturbation	EHR_Coprescribed_Drugs	EHR_Diagnoses	Phase	MOA	rings	scaffolds	n_rings	n_scaffolds	predicted_MOA	R2_Score	Batch	Scores
CPC015_MCF7_24H:BRD-A01320529-001-05-9:10	-0.2191227693	-3.1765795457	0	18	0.0	MCF7	10.0	BRD-A01320529	24.0	salmeterol	MONTELUKAST	Asthma, unspecified type	Launched	adrenergic receptor agonist	c1ccccc1	O(CCCCc1ccccc1)CCCCCCNCCc2ccccc2	1.0	1.0	adrenergic receptor antagonist	0.3077463244	CPC015	-0.0689655172
CPC014_VCAP_24H:BRD-K02421873-001-05-4:10	-3.4749640131	2.4760686813	0	8	0.0	VCAP	10.0	BRD-K02421873	24.0	EMF-sumo1-12	unknown	unknown	unknown	unknown	c1ccccc1	n1nc(oc1)-c2ccccc2	1.0	3.0	calcium channel blocker	unknown	CPC014	-0.0344827586
CPC006_HCC15_6H:BRD-K20285085-001-01-4:10	-1.2291481893	-0.2120571887	0	0	0.0	HCC15	10.0	BRD-K20285085	6.0	fostamatinib	unknown	unknown	Phase 3	SYK inhibitor	n1cnccc1	n1cccnc1Nc2ccccc2	3.0	3.0	EGFR inhibitor	0.1465992638	CPC006	0.1206896552
CPC019_PC3_24H:BRD-K63368502-001-01-1:10	-0.994566929	-0.137657872	0	0	0.0199	PC3	10.0	BRD-K63368502	24.0	BRD-K63368502	unknown	unknown	unknown	unknown	O1c2ccccc2CNCCC1	O1c2ccccc2CNCCC1CNCc3ccccc3	2.0	3.0	dopamine receptor antagonist	-0.0187607127	CPC019	0.0
CPC001_VCAP_6H:BRD-K89930444-001-01-9:10	1.7045945642	0.2383569368	0	15	0.0	VCAP	10.0	BRD-K89930444	6.0	AG-592	unknown	unknown	unknown	unknown	C1CCCCC1	C1CCC(CC1)CC2CCCCC2	1.0	4.0	EGFR inhibitor	0.2149429691	CPC001	-0.0862068966
CPC009_MCF7_6H:BRD-K73315009-001-01-8:10	-0.9427476017	0.7718808893	0	10	0.0434	MCF7	10.0	BRD-K73315009	6.0	BRD-K73315009	unknown	unknown	unknown	unknown	O1c2ccccc2OC1	n1nc(oc1)-c2ccccc2	3.0	6.0	PI3K inhibitor	-0.3689486166	CPC009	0.0689655172
CPC006_PC3_6H:BRD-A36275421-001-11-1:10	7.3491341656	0.0619352624	0	23	0.0	PC3	10.0	BRD-A36275421	6.0	BRD-A36275421	unknown	unknown	unknown	unknown	c1ccccc1	s1cccc1CNc2ccccc2	1.0	4.0	adrenergic receptor antagonist	0.1102368444	CPC006	-0.0862068966
CPC010_PC3_6H:BRD-K06765193-001-08-7:10	8.7060918461	1.4991480018	0	1	0.0	PC3	10.0	BRD-K06765193	6.0	BRD-K06765193	unknown	unknown	unknown	unknown	N1=C[N]c2ccccc12	N1=C([N]c2ccccc12)C=Cc3occc3	1.0	1.0	HDAC inhibitor	0.1662211219	CPC010	0.0
CPC014_A549_24H:BRD-K41170226-001-05-4:10	-1.6208473022	1.4193871096	0	16	0.0132	A549	10.0	BRD-K41170226	24.0	deoxycholic-acid	unknown	unknown	Launched	biliverdin reductase A activator, G protein-coupled receptor agonist	C1CCC2C(C1)CCC3C4CCCC4CCC23	unknown	1.0	0.0	protein synthesis inhibitor	-0.4348679603	CPC014	0.0517241379
CPC013_HCC515_6H:BRD-K85266146-001-01-3:10	1.9129161257	1.011071103	0	15	0.0257	HCC515	10.0	BRD-K85266146	6.0	BRD-K85266146	unknown	unknown	unknown	unknown	c1ccccc1	n1ccccc1-c2sccc2	2.0	3.0	cyclooxygenase inhibitor	0.3084082887	CPC013	-0.0172413793
CPC014_HA1E_6H:BRD-K62459624-001-07-9:10	7.7562026347	-0.3176585034	0	23	0.0	HA1E	10.0	BRD-K62459624	6.0	BRD-K62459624	unknown	unknown	unknown	unknown	c1ccccc1	S1C=CN([CH]1)Cc2ccccc2	1.0	1.0	cyclooxygenase inhibitor	0.0698899326	CPC014	-0.0344827586
CPC015_MCF7_24H:BRD-K26801045-001-01-1:10	-2.4836427796	1.779408691	0	16	0.0063	MCF7	10.0	BRD-K26801045	24.0	pipamperone	unknown	unknown	Launched	dopamine receptor antagonist	c1ccccc1	c1ccc(cc1)CCCCN2CCCCC2	2.0	3.0	dopamine receptor antagonist	0.1125911082	CPC015	0.0344827586
CPC009_HT29_6H:BRD-K00313977-019-01-1:10	-5.5164870626	3.4313547681	14	8	0.0	HT29	10.0	BRD-K00313977	6.0	BRD-K00313977	unknown	unknown	unknown	unknown	n1csc2ccccc12	n1c(sc2ccccc12)-c3csc4c3CNC4	2.0	1.0	dopamine receptor antagonist	0.6299381684	CPC009	0.0344827586
CPC014_A549_24H:BRD-K10906552-001-01-1:10	-2.8375874516	-6.8321194497	11	29	0.0	A549	10.0	BRD-K10906552	24.0	BRD-K10906552	unknown	unknown	unknown	unknown	c1ccc2c(c1)[nH]c3c2CCCC3	N=1N=C([N]C1)SCCn2c3ccccc3c4c2CCCC4	1.0	3.0	cyclooxygenase inhibitor	0.2225263397	CPC014	0.0517241379
CPC014_A375_6H:BRD-K46062088-001-01-4:10	-0.4165635081	3.4475712719	-1	28	0.0007	A375	10.0	BRD-K46062088	6.0	ST-4062971	unknown	unknown	unknown	unknown	N=1[N]c2ccccc2C1	[N]1c2ccccc2C=[N]1c3ccccc3	2.0	1.0	cyclooxygenase inhibitor	0.1365265704	CPC014	0.0517241379
CPC004_VCAP_6H:BRD-K42500029-001-01-9:10	-4.7049883311	-0.3397757783	0	6	0.0007	VCAP	10.0	BRD-K42500029	6.0	CGP-57380	unknown	unknown	Preclinical	MAP kinase inhibitor	N=1[N]c2ncncc2C1	[N]1N=C(Nc2ccccc2)c3cncnc13	2.0	1.0	PI3K inhibitor	0.1973664337	CPC004	0.0344827586
CPC020_VCAP_6H:BRD-K60996261-001-01-3:10	0.4176132316	-4.8867844836	0	11	0.0098	VCAP	10.0	BRD-K60996261	6.0	BRD-K60996261	unknown	unknown	unknown	unknown	c1ccccc1	O1c2ccc(cc2CNCCCOCCCCC1)NSc3ccccc3	2.0	3.0	dopamine receptor antagonist	0.0139816266	CPC020	0.0172413793
CPC014_PHH_24H:BRD-K39944607-001-03-0:10	-3.0200534936	1.3326150418	0	21	0.0	PHH	10.0	BRD-K39944607	24.0	ochratoxin-a	unknown	unknown	unknown	unknown	O1Cc2ccccc2CC1	O1Cc2cc(ccc2CC1)CNCCc3ccccc3	2.0	1.0	topoisomerase inhibitor	0.2225033408	CPC014	-0.0689655172
CPC010_PC3_24H:BRD-A24643465-001-05-3:10	3.7522915536	6.1133802085	4	4	0.0	PC3	10.0	BRD-A24643465	24.0	homoharringtonine	unknown	unknown	Launched	protein synthesis inhibitor	O1c2cc3c(cc2OC1)C4CC=CC54N(CC3)CCC5	unknown	1.0	0.0	protein synthesis inhibitor	0.122451097	CPC010	0.1551724138
CPC014_VCAP_6H:BRD-U08759356-000-01-6:10	2.666887328	-2.5881765372	0	17	0.0	VCAP	10.0	BRD-U08759356	6.0	EI-346-erlotinib-analog	unknown	unknown	unknown	unknown	unknown	unknown	0.0	0.0	cyclooxygenase inhibitor	unknown	CPC014	-0.0517241379
CPC013_ASC_24H:BRD-K50140147-001-03-6:10	-3.6926554882	0.0484067003	0	21	0.0	ASC	10.0	BRD-K50140147	24.0	NVP-TAE684	unknown	unknown	Preclinical	ALK tyrosine kinase receptor inhibitor	n1cnccc1	n1cccnc1Nc2ccccc2	4.0	10.0	EGFR inhibitor	0.2561115948	CPC013	0.1034482759
CPD001_MCF7_6H:BRD-K45542189-048-18-9:10	-0.6848039775	1.952164907	0	16	0.0245	MCF7	10.0	BRD-K45542189	6.0	diethylcarbamazine	unknown	unknown	Launched	lipoxygenase inhibitor	N1CCNCC1	unknown	1.0	0.0	histamine receptor antagonist	-0.4454590142	CPD001	0.0172413793
CPC002_PC3_24H:BRD-A64290322-001-01-6:10	4.2394643688	-2.4520894079	0	5	0.0	PC3	10.0	BRD-A64290322	24.0	cyclosporin-a	unknown	unknown	Launched	calcineurin inhibitor	N1CCNCCNCCNCCNCCNCCNCCNCCNCCNCCNCC1	unknown	1.0	0.0	protein synthesis inhibitor	0.1861107295	CPC002	-0.275862069
CPC004_PC3_24H:BRD-K36737713-001-01-6:10	8.0530850604	0.9527569376	0	1	0.0	PC3	10.0	BRD-K36737713	24.0	AG-957	unknown	unknown	unknown	unknown	c1ccccc1	c1ccc(cc1)NCc2ccccc2	1.0	1.0	cyclooxygenase inhibitor	0.2227716558	CPC004	-0.0344827586
CPC010_VCAP_24H:BRD-K00028814-001-05-1:10	4.2296196768	-2.8943345542	0	5	0.0	VCAP	10.0	BRD-K00028814	24.0	BRD-K00028814	unknown	unknown	unknown	unknown	n1cnc2ccccc2c1	n1cnc(NCc2ccccc2)c3ccccc13	3.0	3.0	EGFR inhibitor	0.3075531538	CPC010	-0.2586206897
CPC006_VCAP_6H:BRD-K19796430-001-01-5:10	-0.9103465146	-2.762043027	0	18	0.0008	VCAP	10.0	BRD-K19796430	6.0	erismodegib	unknown	unknown	Launched	smoothened receptor antagonist	O1CCNCC1	c1ccc(cc1)-c2ccccc2	3.0	6.0	PI3K inhibitor	0.1699503139	CPC006	0.0517241379
CPC009_PC3_6H:BRD-K96083840-001-01-8:10	-2.876582755	0.1079065994	0	21	0.0028	PC3	10.0	BRD-K96083840	6.0	BRD-K96083840	unknown	unknown	unknown	unknown	c1ccc2ccccc2c1	n1nc(oc1)-c2cccc3ccccc32	1.0	3.0	cyclooxygenase inhibitor	0.0866340401	CPC009	0.0172413793
CPC013_PC3_24H:BRD-K89839824-001-01-2:10	-0.7175042564	1.5270172186	0	10	0.0	PC3	10.0	BRD-K89839824	24.0	raltitrexed	unknown	unknown	Launched	thymidylate synthase inhibitor	n1cnc2ccccc2c1	n1cnc2ccc(cc2c1)CNc3sccc3	1.0	1.0	PARP inhibitor	-0.2130061443	CPC013	-0.0344827586
CPC006_A375_24H:BRD-K53792571-001-02-8:80	-0.0866337844	1.3453241286	0	15	0.0	A375	80.0	BRD-K53792571	24.0	inhibitor-BEC	unknown	unknown	unknown	unknown	unknown	unknown	0.0	0.0	protein synthesis inhibitor	-0.004044084	CPC006	-0.0172413793
CPC019_PC3_24H:BRD-K82594686-001-01-7:10	-1.5214844496	-2.3226093024	0	18	0.0017	PC3	10.0	BRD-K82594686	24.0	BRD-K82594686	unknown	unknown	unknown	unknown	O1c2ccccc2CNCCC1	c1ccc(cc1)NCc2ccccc2	2.0	6.0	topoisomerase inhibitor	0.156704233	CPC019	0.0
CPC011_A549_6H:BRD-K33106058-001-12-7:10	-2.3732086807	5.0686310415	0	27	0.0	A549	10.0	BRD-K33106058	6.0	cytarabine	IDARUBICIN	Pancytopenia	Launched	ribonucleotide reductase inhibitor	n1cnccc1	N1=CC=CN([CH]1)C2OCCC2	1.0	1.0	CDK inhibitor	0.181376835	CPC011	-0.0344827586
CPC007_MCF7_6H:BRD-K83194053-001-07-7:10	1.1962544383	-0.5865325167	0	26	0.0	MCF7	10.0	BRD-K83194053	6.0	BRD-K83194053	unknown	unknown	unknown	unknown	n1cnc2ccccc2c1	n1cnc(NCCc2ccccc2)c3ccccc13	2.0	1.0	Aurora kinase inhibitor	0.3056200056	CPC007	0.0344827586
CPC005_A549_24H:BRD-A18419789-001-01-4:10	-2.673736884	4.8713833391	0	27	0.0	A549	10.0	BRD-A18419789	24.0	etoposide	CISPLATIN	Encounter for chemotherapy and immunotherapy for neoplastic conditions	Launched	topoisomerase inhibitor	O1c2cc3c(cc2OC1)CC4CCOC4C3	O1c2cc3c(cc2OC1)C(c4ccccc4)C5CCOC5C3OC6OC7COCOC7CC6	3.0	3.0	topoisomerase inhibitor	0.2944158887	CPC005	0.0
CPC005_PC3_24H:BRD-K89732114-300-07-1:10	0.0099767195	-4.7573184902	0	11	0.0	PC3	10.0	BRD-K89732114	24.0	trifluoperazine	BENZTROPINE	Unspecified psychosis	Launched	dopamine receptor antagonist	S1c2ccccc2Nc3ccccc13	S1c2ccccc2N(c3ccccc13)CCCN4CCNCC4	2.0	1.0	dopamine receptor antagonist	0.1607701634	CPC005	-0.0172413793
CPC014_PC3_6H:BRD-K91701654-001-01-5:10	1.0028322026	1.7338559769	0	15	0.005	PC3	10.0	BRD-K91701654	6.0	U-0126	unknown	unknown	Preclinical	MEK inhibitor	c1ccccc1	S(C=CC=CSc1ccccc1)c2ccccc2	1.0	1.0	MEK inhibitor	0.2071410413	CPC014	-0.0517241379
CPC016_NPC_24H:BRD-K67831364-003-01-7:10	3.3649749052	-3.6987092601	0	17	0.0	NPC	10.0	BRD-K67831364	24.0	ZM-323881	unknown	unknown	Preclinical	VEGFR inhibitor	n1cnc2ccccc2c1	n1cnc(Nc2ccccc2)c3ccccc13	2.0	3.0	EGFR inhibitor	-0.5248832601	CPC016	-0.224137931
CPC017_HT29_6H:BRD-K02607075-333-03-6:10	-2.0255923491	-1.0448207723	0	0	0.0154	HT29	10.0	BRD-K02607075	6.0	tubocurarine	unknown	unknown	Launched	acetylcholine receptor antagonist	O1c2cccc(c2)CC3NCCc4cccc(Oc5cccc(c5)CC6NCCc7ccc1cc76)c43	unknown	1.0	0.0	adrenergic receptor antagonist	-0.4001367001	CPC017	0.0172413793
CPC001_HCC515_24H:BRD-K17896185-001-01-2:10	-0.1298337056	-5.0185491632	0	11	0.0	HCC515	10.0	BRD-K17896185	24.0	FIT	unknown	unknown	Preclinical	opioid receptor agonist	c1ccccc1	c1ccc(cc1)CCN2CCCCC2	2.0	3.0	dopamine receptor antagonist	0.2820528696	CPC001	0.1034482759
CPC008_MCF7_6H:BRD-K53780220-001-01-0:10	-8.0925085749	8.205409815	2	2	0.0291	MCF7	10.0	BRD-K53780220	6.0	BRD-K53780220	unknown	unknown	unknown	unknown	N1=C[N]c2ccccc12	n1cc2ncn(c2nc1N3CCOCC3)-c4cscc4	3.0	7.0	CDK inhibitor	0.2661754757	CPC008	0.1034482759
CPC014_ASC_24H:BRD-A39646320-001-01-3:10	-3.9688997536	-9.9498909431	3	13	0.0	ASC	10.0	BRD-A39646320	24.0	HC-toxin	unknown	unknown	unknown	unknown	N1CCNCCN2CCCC2CNCC1	O1CC1CCCCCCC2NCCNCCNCC3N(CCC3)C2	1.0	1.0	protein synthesis inhibitor	0.0815122138	CPC014	0.0
CPC012_HT29_6H:BRD-K71935468-001-01-9:10	6.0667346393	0.1257736832	0	23	0.0	HT29	10.0	BRD-K71935468	6.0	BRD-K71935468	unknown	unknown	unknown	unknown	n1cnccc1	O1CC2N(CC3(c4ccccc4NC3)C2)C(c5ccccc5)C1c6ccccc6	4.0	24.0	adrenergic receptor antagonist	0.2143234764	CPC012	-0.1551724138
CPC017_HT29_6H:BRD-K76840893-003-01-7:10	2.9254529282	-2.8866265339	0	17	0.0	HT29	10.0	BRD-K76840893	6.0	RS-17053	unknown	unknown	Preclinical	adrenergic receptor antagonist	c1ccccc1	O(c1ccccc1)CC2CC2	2.0	3.0	adrenergic receptor antagonist	0.2359752613	CPC017	-0.1724137931
CPC017_MCF7_6H:BRD-A62336480-001-02-5:10	1.3386710389	-1.1196383526	0	26	0.0024	MCF7	10.0	BRD-A62336480	6.0	niguldipine	unknown	unknown	unknown	unknown	c1ccccc1	c1ccc(cc1)C2CCNCC2	2.0	8.0	calcium channel blocker	0.259108804	CPC017	-0.1379310345
CPC012_A375_6H:BRD-K79619196-001-01-0:10	-3.3814279918	-1.48761903	0	6	0.0	A375	10.0	BRD-K79619196	6.0	BRD-K79619196	unknown	unknown	unknown	unknown	c1ccccc1	N(=Cc1ccccc1)NCCCCCCCNc2ccccc2	1.0	1.0	cyclooxygenase inhibitor	0.1221215247	CPC012	0.0344827586
CPC009_HT29_6H:BRD-K94390040-019-01-9:10	1.0647357574	-4.3977669817	0	11	0.0	HT29	10.0	BRD-K94390040	6.0	BRD-K94390040	unknown	unknown	unknown	unknown	c1ccccc1	n1cscc1-c2ccccc2	3.0	6.0	dopamine receptor antagonist	0.1823887387	CPC009	-0.0517241379
CPC014_HT29_6H:BRD-K73293050-001-01-5:10	-1.5234498369	-1.0191523723	0	0	0.0	HT29	10.0	BRD-K73293050	6.0	WZ-3146	unknown	unknown	Preclinical	EGFR inhibitor	n1cnccc1	c1ccc(cc1)N2CCNCC2	3.0	6.0	EGFR inhibitor	0.425356771	CPC014	-0.0172413793
CPC020_VCAP_24H:BRD-A07780951-001-05-5:10	-4.0976674516	0.371366444	0	21	0.0	VCAP	10.0	BRD-A07780951	24.0	orciprenaline	MONTELUKAST	Wheezing	Launched	adrenergic receptor agonist	c1ccccc1	unknown	1.0	0.0	adrenergic receptor antagonist	0.0107073357	CPC020	0.0
CPC012_A375_6H:BRD-A43155244-001-01-2:10	6.7094794483	2.7270920748	0	12	0.0	A375	10.0	BRD-A43155244	6.0	BRD-A43155244	unknown	unknown	unknown	unknown	c1ccccc1	c1ccc(cc1)C=CCN2CC=CCC2	2.0	3.0	protein synthesis inhibitor	0.191417163	CPC012	-0.0517241379
CPC012_HT29_6H:BRD-K08307026-001-01-4:10	4.8111204176	-1.6232379811	0	5	0.0	HT29	10.0	BRD-K08307026	6.0	BRD-K08307026	unknown	unknown	unknown	unknown	c1ccccc1	n1nc(cnc1)-c2ccccc2	3.0	7.0	HDAC inhibitor	0.263589991	CPC012	-0.224137931
CPC006_MCF7_6H:BRD-K28360340-001-01-8:10	5.5589944251	-5.6847871042	1	9	0.0	MCF7	10.0	BRD-K28360340	6.0	TW-37	unknown	unknown	Preclinical	BCL inhibitor	c1ccccc1	c1ccc(cc1)NCc2ccccc2	1.0	6.0	RAF inhibitor	0.1894808762	CPC006	0.0
CPC008_HCC515_6H:BRD-K74710236-001-04-8:10	5.6224950563	-5.4962342159	1	9	0.0	HCC515	10.0	BRD-K74710236	6.0	VU-0410183-2	unknown	unknown	unknown	unknown	c1ccccc1	n1nc(cnc1)-c2ccccc2	3.0	3.0	EGFR inhibitor	0.1981400521	CPC008	0.0344827586
CPC009_HT29_6H:BRD-K42489623-001-06-4:10	9.1439743419	1.582888148	0	1	0.0	HT29	10.0	BRD-K42489623	6.0	BRD-K42489623	unknown	unknown	unknown	unknown	n1cnc2sccc2c1	N1=N[N]C(=N1)Sc2ncnc3sccc32	2.0	3.0	cyclooxygenase inhibitor	0.2400278831	CPC009	-0.1034482759
KMS002_NOMO1_24H:BRD-K51556300-001-01-9:3.38	-0.6199912427	-2.2878261261	0	18	0.0	NOMO1	3.38	BRD-K51556300	24.0	BRD-K51556300	unknown	unknown	unknown	unknown	O1c2ccccc2CCNCCC1	c1ccc(cc1)-c2ccccc2	2.0	6.0	dopamine receptor antagonist	0.1881662316	KMS002	0.0
CVD001_HEPG2_6H:BRD-K26997899-001-01-4:10	-0.1668421591	2.265128561	0	16	0.0004	HEPG2	10.0	BRD-K26997899	6.0	SA-792574	unknown	unknown	Preclinical	microtubule inhibitor	c1ccccc1	c1ccc(cc1)Cc2cc3ccccc3[nH]2	2.0	1.0	cyclooxygenase inhibitor	0.0724372158	CVD001	0.0344827586
CPC013_SKB_24H:BRD-K59556282-001-01-3:10	0.5873762858	-0.5818696806	0	26	0.0007	SKB	10.0	BRD-K59556282	24.0	BRD-K59556282	unknown	unknown	unknown	unknown	O1[CH]Sc2ccccc12	S(NCc1ccccc1)c2ccccc2	2.0	4.0	cyclooxygenase inhibitor	0.2321974606	CPC013	-0.1206896552
CPC006_HA1E_6H:BRD-K94325918-001-03-8:10	0.4323281742	1.1936986549	0	15	0.0	HA1E	10.0	BRD-K94325918	6.0	kinetin-riboside	unknown	unknown	unknown	unknown	n1cnc2[N]C=Nc2c1	n1cnc2c(ncn2C3OCCC3)c1	1.0	3.0	Aurora kinase inhibitor	-0.0759118864	CPC006	-0.0172413793
CPC003_PC3_6H:BRD-K11158509-001-02-0:10	-5.0505377509	-0.6008156781	0	6	0.0273	PC3	10.0	BRD-K11158509	6.0	tyrphostin-B44	unknown	unknown	unknown	unknown	c1ccccc1	c1ccc(cc1)C=CCNCc2ccccc2	1.0	1.0	EGFR inhibitor	-1.0763287009	CPC003	0.0
CPC019_HCC515_6H:BRD-K98824517-001-06-4:10	6.8721002749	1.5863491131	0	12	0.0	HCC515	10.0	BRD-K98824517	6.0	BRD-K98824517	unknown	unknown	unknown	unknown	n1nc2ncncc2nc1	n1nc2ncncc2nc1C=Cc3ccccc3	2.0	1.0	PLK inhibitor	0.1662988154	CPC019	-0.0689655172
MUC.CP005_MCF7_6H:BRD-K24132293-001-13-7:3.3333	6.8979381039	2.5743637754	0	12	0.0	MCF7	3.3333	BRD-K24132293	6.0	piperlongumine	unknown	unknown	unknown	unknown	c1ccccc1	c1ccc(cc1)C=CCN2CC=CCC2	2.0	1.0	calcium channel blocker	0.0728382005	MUC.CP005	-0.0689655172
CPC006_PL21_6H:BRD-K49371609-310-01-1:0.09	-6.7993194826	7.633197961	-1	25	0.0	PL21	0.09	BRD-K49371609	6.0	PIK-75	unknown	unknown	Preclinical	DNA protein kinase inhibitor, PI3K inhibitor	c1ccccc1	N(=Cc1cnc2ccccn21)NSc3ccccc3	2.0	1.0	cyclooxygenase inhibitor	0.0575539652	CPC006	0.1034482759
CPC014_MCF7_6H:BRD-U74615290-000-01-8:10	-4.2081183303	4.7148698909	0	8	0.0	MCF7	10.0	BRD-U74615290	6.0	THZ-2-98-01	unknown	unknown	unknown	unknown	unknown	unknown	0.0	0.0	cyclooxygenase inhibitor	unknown	CPC014	0.0
CPC002_VCAP_6H:BRD-K39111395-001-01-6:10	9.4477898326	1.0241800621	0	1	0.0	VCAP	10.0	BRD-K39111395	6.0	BCL2-inhibitor	unknown	unknown	unknown	unknown	c1ccccc1	c1ccc(cc1)CCc2ccccc2	1.0	1.0	cyclooxygenase inhibitor	0.2082702235	CPC002	-0.0517241379
CPC013_NPC_24H:BRD-K17743125-001-03-5:10	-3.9067074294	-9.9399947807	3	13	0.0	NPC	10.0	BRD-K17743125	24.0	belinostat	unknown	unknown	Launched	HDAC inhibitor	c1ccccc1	S(Nc1ccccc1)c2ccccc2	1.0	1.0	HDAC inhibitor	0.0684659167	CPC013	-0.0517241379
CPC014_HT29_6H:BRD-K70161581-001-01-5:10	2.9824284136	1.5450405795	0	24	0.0	HT29	10.0	BRD-K70161581	6.0	BRD-K70161581	unknown	unknown	unknown	unknown	c1ccccc1	N(=Cc1ccccc1)NCc2ccccc2	1.0	1.0	RAF inhibitor	0.282069967	CPC014	-0.0862068966
CPC013_SKB_24H:BRD-K45818044-001-01-3:10	2.3180826197	-1.905854327	0	17	0.0	SKB	10.0	BRD-K45818044	24.0	SA-425500	unknown	unknown	unknown	unknown	C1CCCCC1	O1c2ccc(cc2CNCCCOCCCCC1)NCNc3ccccc3	2.0	3.0	mTOR inhibitor	0.1209804281	CPC013	-0.1034482759
CPC014_A549_6H:BRD-A52193669-001-01-7:10	7.3047573469	2.1825651978	0	12	0.0	A549	10.0	BRD-A52193669	6.0	withaferin-a	unknown	unknown	unknown	unknown	O1CC=CCC1	O1CC=CCC1CC2CCC3C2CCC4C3CC5OC65CC=CCC46	2.0	1.0	NFkB pathway inhibitor	0.3267784093	CPC014	-0.0689655172
CPC013_A549_24H:BRD-K89839824-001-01-2:10	-1.1832661932	2.1794714057	0	16	0.0168	A549	10.0	BRD-K89839824	24.0	raltitrexed	unknown	unknown	Launched	thymidylate synthase inhibitor	n1cnc2ccccc2c1	n1cnc2ccc(cc2c1)CNc3sccc3	1.0	1.0	PARP inhibitor	-0.2130061443	CPC013	0.0
CPC006_VCAP_6H:BRD-A12409803-001-01-3:40	-9.9106917175	-1.7543827785	7	14	0.0	VCAP	40.0	BRD-A12409803	6.0	orteronel	unknown	unknown	Phase 3	androgen biosynthesis inhibitor, androgen receptor antagonist	n1cc2n(c1)CCC2	n1cc2n(c1)CCC2c3ccc4ccccc4c3	2.0	1.0	PARP inhibitor	-0.1455942281	CPC006	0.0517241379
CPC008_A375_24H:BRD-K32944375-019-01-3:10	-3.3873004149	3.8599468271	0	8	0.0	A375	10.0	BRD-K32944375	24.0	BRD-K32944375	unknown	unknown	unknown	unknown	c1ccccc1	n1cscc1-c2ccccc2	2.0	3.0	dopamine receptor antagonist	0.6084729467	CPC008	0.1034482759
CPD003_PC3_24H:BRD-K70358946-001-09-0:10	0.3965998012	-0.4036584624	0	26	0.0176	PC3	10.0	BRD-K70358946	24.0	aripiprazole	TRAZODONE	Bipolar disorder, unspecified	Launched	serotonin receptor agonist, serotonin receptor antagonist	c1ccccc1	c1ccc(cc1)N2CCNCC2	3.0	3.0	dopamine receptor antagonist	0.2657328251	CPD003	-0.1206896552
CPC006_MCF7_6H:BRD-K56301217-001-01-7:11.1	1.8467028841	-2.51124242	0	17	0.0042	MCF7	11.1	BRD-K56301217	6.0	ABT-737	unknown	unknown	Phase 1/Phase 2	BCL inhibitor	c1ccccc1	c1ccc(cc1)-c2ccccc2	2.0	15.0	dopamine receptor antagonist	0.2715839009	CPC006	-0.0517241379
CPC007_MCF7_24H:BRD-K73610817-001-06-3:10	4.732886308	-4.9463537994	1	9	0.0	MCF7	10.0	BRD-K73610817	24.0	BRD-K73610817	unknown	unknown	unknown	unknown	c1ccccc1	n1cccc2c1cccc2COCc3ccccc3	2.0	3.0	adrenergic receptor antagonist	0.35014943	CPC007	-0.0862068966
CPC004_PC3_6H:BRD-A22032524-074-04-0:10	0.1774846414	-0.1659963777	0	26	0.0032	PC3	10.0	BRD-A22032524	6.0	amlodipine	HYDROCHLOROTHIAZIDE	Unspecified essential hypertension	Launched	calcium channel blocker	c1ccccc1	c1ccc(cc1)C2C=CNC=C2	2.0	1.0	calcium channel blocker	0.1555013233	CPC004	-0.0689655172
CPC010_HT29_6H:BRD-A17448384-001-07-0:10	-0.7705711126	-0.3842423266	0	0	0.0056	HT29	10.0	BRD-A17448384	6.0	beclometasone	unknown	unknown	unknown	unknown	C1=CC2C(=CC1)CCC3C2CCC4CCCC43	unknown	1.0	0.0	glucocorticoid receptor agonist	0.4131785277	CPC010	0.0862068966
CPC013_A375_6H:BRD-K15600710-066-01-7:10	0.2063743848	2.0493282981	0	15	0.0	A375	10.0	BRD-K15600710	6.0	obatoclax	unknown	unknown	Phase 3	BCL inhibitor	c1ccc2[nH]ccc2c1	N1=CC=CC1=Cc2ccc[nH]2	1.0	3.0	calcium channel blocker	0.2007232644	CPC013	0.0689655172
CPC018_MCF7_6H:BRD-A29082194-001-02-4:10	2.7520753148	6.7624642437	4	4	0.0	MCF7	10.0	BRD-A29082194	6.0	gitoxigenin	unknown	unknown	unknown	unknown	C1CCC2C(C1)CCC3C4CCCC4CCC23	O1CC=C(C1)C2CCC3C2CCC4C5CCCCC5CCC34	1.0	1.0	NFkB pathway inhibitor	0.3873256374	CPC018	0.0344827586
CPC017_A549_24H:BRD-K59469039-001-03-1:10	2.0787623233	-1.9263676699	0	17	0.0007	A549	10.0	BRD-K59469039	24.0	AG-879	unknown	unknown	Preclinical	tyrosine kinase inhibitor	c1ccccc1	unknown	1.0	0.0	retinoid receptor agonist	0.1458823033	CPC017	-0.2068965517
CPC007_VCAP_6H:BRD-A39093044-001-09-6:10	8.0376184722	0.7892860178	0	1	0.0	VCAP	10.0	BRD-A39093044	6.0	K784-3187	unknown	unknown	unknown	unknown	c1ccccc1	s1cccc1CNc2ccccc2	1.0	4.0	adrenergic receptor antagonist	0.1552733112	CPC007	-0.1724137931
