sig_id	x	y	DBSCAN-clustering	KMeans-clustering	p-value	Cell	Dose	Perturbation_ID	Time	Perturbation	EHR_Coprescribed_Drugs	EHR_Diagnoses	Phase	MOA	rings	scaffolds	n_rings	n_scaffolds	predicted_MOA	R2_Score	Batch	Scores
CPC009_A549_6H:BRD-K82580504-001-01-6:10	-0.0420021464	1.2004315106	0	15	0.0024	A549	10.0	BRD-K82580504	6.0	BRD-K82580504	unknown	unknown	unknown	unknown	n1cnc2sccc2c1	c1ccc(cc1)CC2CCNCC2	3.0	3.0	dopamine receptor antagonist	-0.0393053353	CPC009	-0.1551724138
CPC014_A549_24H:BRD-K38775274-001-13-0:10	-7.8874464645	0.7123258163	13	20	0.0	A549	10.0	BRD-K38775274	24.0	dexamethasone	PROPOFOL	Encounter for antineoplastic chemotherapy	Launched	glucocorticoid receptor agonist	C1=CC2C(=CC1)CCC3C2CCC4CCCC43	unknown	1.0	0.0	glucocorticoid receptor agonist	0.3195267458	CPC014	0.0517241379
CPC009_PC3_6H:BRD-K97534490-001-06-1:10	2.3347682827	-0.7415615929	0	26	0.0	PC3	10.0	BRD-K97534490	6.0	BRD-K97534490	unknown	unknown	unknown	unknown	c1ccccc1	n1nc2SCC(=Nn2c1)c3ccccc3	2.0	6.0	PLK inhibitor	0.1802798018	CPC009	-0.0344827586
CPC003_VCAP_6H:BRD-K22503835-001-06-0:10	-4.0116141975	-9.5797972567	3	13	0.0	VCAP	10.0	BRD-K22503835	6.0	scriptaid	unknown	unknown	Preclinical	HDAC inhibitor	c1cc2cccc3c2c(c1)CNC3	unknown	1.0	0.0	HDAC inhibitor	0.0604312093	CPC003	0.0172413793
CPC013_MCF7_24H:BRD-K72192970-001-01-7:10	3.309758311	1.0461890145	0	24	0.0	MCF7	10.0	BRD-K72192970	24.0	ST-019365	unknown	unknown	unknown	unknown	c1ccc2c(c1)C=CNC2	c1ccc(cc1)CNCNC2=Cc3ccccc3CN2	2.0	1.0	MEK inhibitor	-0.1186889174	CPC013	-0.0517241379
NMH002_FIBRNPC_24H:BRD-K60230970-001-09-2:10	6.5278274236	1.6017465336	0	12	0.0	FIBRNPC	10.0	BRD-K60230970	24.0	MG-132	unknown	unknown	Preclinical	proteasome inhibitor	c1ccccc1	unknown	1.0	0.0	protein synthesis inhibitor	0.0882542799	NMH002	0.0517241379
CPC001_VCAP_6H:BRD-K27665173-001-01-3:10	-3.7611432434	-0.009200461	0	6	0.0	VCAP	10.0	BRD-K27665173	6.0	D-64406	unknown	unknown	unknown	unknown	c1ccc2[nH]ccc2c1	c1ccc2[nH]c(cc2c1)Cc3cc4ccccc4[nH]3	1.0	1.0	CDK inhibitor	0.1809356621	CPC001	0.0
CPC013_VCAP_6H:BRD-K97764662-001-08-2:10	2.5250542496	-3.6575409317	0	17	0.0	VCAP	10.0	BRD-K97764662	6.0	PD-173074	unknown	unknown	Preclinical	FGFR inhibitor, VEGFR inhibitor	c1ccccc1	n1cnc2ncc(cc2c1)-c3ccccc3	2.0	1.0	tubulin polymerization inhibitor	0.0294865785	CPC013	-0.0862068966
CPC005_MCF7_24H:BRD-K43796186-001-01-1:10	1.9175595882	-1.5416919877	0	26	0.0049	MCF7	10.0	BRD-K43796186	24.0	benzyl-quinazolin-4-yl-amine	unknown	unknown	unknown	unknown	n1cnc2ccccc2c1	n1cnc(NCc2ccccc2)c3ccccc13	2.0	1.0	EGFR inhibitor	0.1967433166	CPC005	0.0172413793
CPC015_NPC_24H:BRD-K42748308-300-01-2:10	-1.0170961707	-1.0717179605	0	0	0.0056	NPC	10.0	BRD-K42748308	24.0	XE-991	unknown	unknown	Preclinical	potassium channel blocker	c1ccc2c(c1)Cc3ccccc3C2	n1ccc(cc1)CC2c3ccccc3Cc4ccccc42	2.0	2.0	cyclooxygenase inhibitor	-0.0331391867	CPC015	-0.0517241379
CPC006_HT29_6H:BRD-A43331270-001-01-6:10	1.3393162172	-3.0320934314	0	17	0.0	HT29	10.0	BRD-A43331270	6.0	niguldipine	unknown	unknown	unknown	unknown	c1ccccc1	c1ccc(cc1)C2CCNCC2	2.0	8.0	calcium channel blocker	0.3560289834	CPC006	-0.2931034483
CPC014_A375_6H:BRD-K56957086-001-04-8:10	-4.2990840446	-9.7704847139	3	13	0.0	A375	10.0	BRD-K56957086	6.0	dacinostat	unknown	unknown	Phase 1	HDAC inhibitor	c1ccccc1	c1ccc(cc1)CNCCc2c[nH]c3ccccc32	2.0	1.0	HDAC inhibitor	0.1203217912	CPC014	0.0
CPC006_HCC515_24H:BRD-K32164935-001-17-5:10	-7.4520177274	1.0227356413	13	20	0.0035	HCC515	10.0	BRD-K32164935	24.0	tolazamide	unknown	unknown	Launched	ATP channel blocker	c1ccccc1	S(NCNN1CCCCCC1)c2ccccc2	2.0	1.0	dopamine receptor antagonist	0.092973135	CPC006	0.0344827586
CPC014_PC3_24H:BRD-A11007541-003-01-9:10	7.7012605014	1.5227606248	0	1	0.0	PC3	10.0	BRD-A11007541	24.0	BCI-hydrochloride	unknown	unknown	unknown	unknown	c1ccc2c(c1)CCC2	c1ccc2c(c1)CCC2NC3CCCCC3	2.0	3.0	cyclooxygenase inhibitor	0.1709810489	CPC014	-0.0689655172
CPC014_PC3_24H:BRD-K62012036-001-06-0:10	-8.8027463158	-5.98987261	6	7	0.0	PC3	10.0	BRD-K62012036	24.0	acitretin	CALCIPOTRIENE	Other psoriasis	Launched	retinoid receptor agonist	c1ccccc1	unknown	1.0	0.0	cyclooxygenase inhibitor	-0.1718145667	CPC014	0.0172413793
CPC012_PHH_24H:BRD-K81795824-001-01-4:10	2.8189654733	-4.6498431557	1	17	0.0	PHH	10.0	BRD-K81795824	24.0	BRD-K81795824	unknown	unknown	unknown	unknown	c1ccccc1	n1cscc1-c2ccccc2	3.0	12.0	PI3K inhibitor	0.2994639371	CPC012	0.0172413793
CPC012_HA1E_6H:BRD-K74761218-001-03-5:10	-4.2224649619	-9.6162323197	3	13	0.0	HA1E	10.0	BRD-K74761218	6.0	WT-171	unknown	unknown	unknown	unknown	c1ccccc1	c1ccc(cc1)Nc2ccccc2	1.0	2.0	HDAC inhibitor	0.1973554277	CPC012	-0.0344827586
LJP001_BT20_24H:BRD-K99252563-001-01-1:2	3.8851990588	6.4475724741	4	4	0.0	BT20	2.0	BRD-K99252563	24.0	QL-XII-47	unknown	unknown	unknown	unknown	n1cc2C=C[CH]Nc2c3ccccc13	n1cc2C=C[CH]N(c3ccc4c(c3)NCC4)c2c5ccccc15	2.0	3.0	cyclooxygenase inhibitor	0.1257074305	LJP001	0.0862068966
CPC010_HT29_6H:BRD-K71103788-003-08-8:10	0.9810260874	-4.1902852132	0	11	0.0	HT29	10.0	BRD-K71103788	6.0	duloxetine	ZOLPIDEM	Depressive disorder, not elsewhere classified	Launched	norepinephrine reuptake inhibitor, serotonin–norepinephrine reuptake inhibitor (SNRI)	c1ccc2ccccc2c1	O(c1cccc2ccccc12)Cc3sccc3	1.0	1.0	histamine receptor antagonist	0.0559785099	CPC010	-0.0517241379
CPC011_PC3_24H:BRD-K33106058-001-12-7:10	-1.5103999356	4.16617462	0	27	0.0	PC3	10.0	BRD-K33106058	24.0	cytarabine	IDARUBICIN	Pancytopenia	Launched	ribonucleotide reductase inhibitor	n1cnccc1	N1=CC=CN([CH]1)C2OCCC2	1.0	1.0	CDK inhibitor	0.181376835	CPC011	0.0172413793
CPC006_HA1E_24H:BRD-K90382497-001-03-2:10	-6.9149026504	-4.3731859888	19	19	0.0	HA1E	10.0	BRD-K90382497	24.0	GW-843682X	unknown	unknown	Preclinical	PLK inhibitor	[N]1C=Nc2ccccc12	n1cn(-c2scc(OCc3ccccc3)c2)c4ccccc14	2.0	3.0	PLK inhibitor	-0.0158304821	CPC006	-0.0172413793
CPC006_MCF7_6H:BRD-K71799778-001-03-0:80	-4.3435477542	5.0469100783	9	25	0.0	MCF7	80.0	BRD-K71799778	6.0	BML-259	unknown	unknown	unknown	unknown	c1ccccc1	n1ccsc1NCCc2ccccc2	1.0	1.0	cyclooxygenase inhibitor	0.054748926	CPC006	0.0344827586
CPC006_A673_6H:BRD-K71799778-001-03-0:80	-5.2007878043	5.9532295259	9	25	0.0008	A673	80.0	BRD-K71799778	6.0	BML-259	unknown	unknown	unknown	unknown	c1ccccc1	n1ccsc1NCCc2ccccc2	1.0	1.0	cyclooxygenase inhibitor	0.054748926	CPC006	0.0172413793
CPC007_PC3_6H:BRD-A58924247-001-08-5:10	8.2136314307	1.0229616291	0	1	0.0	PC3	10.0	BRD-A58924247	6.0	BRD-A58924247	unknown	unknown	unknown	unknown	C1CCCCC1	n1cccc(c1)CNc2ccccc2	2.0	4.0	EGFR inhibitor	0.1155766369	CPC007	-0.1551724138
CPC011_PC3_24H:BRD-K81169441-236-06-6:10	3.1382733073	-3.509564975	0	17	0.0	PC3	10.0	BRD-K81169441	24.0	cerivastatin	unknown	unknown	unknown	unknown	c1ccccc1	n1ccc(cc1)-c2ccccc2	2.0	1.0	cyclooxygenase inhibitor	0.2742296065	CPC011	-0.0862068966
CPC008_HT29_6H:BRD-K61718261-001-04-4:10	9.1031012575	1.5994060996	0	1	0.0	HT29	10.0	BRD-K61718261	6.0	BRD-K61718261	unknown	unknown	unknown	unknown	n1cnc2sccc2c1	N1=N[N]C(=N1)Sc2ncnc3sccc32	2.0	3.0	cyclooxygenase inhibitor	0.2300441706	CPC008	-0.1034482759
MUC.CP006_MCF7_6H:BRD-K81418486-001-13-7:3.3333	-4.0908920391	-9.4190951613	3	13	0.0	MCF7	3.3333	BRD-K81418486	6.0	vorinostat	DARBEPOETIN ALFA	Chronic monocytic leukemia, in relapse	Launched	HDAC inhibitor	c1ccccc1	unknown	1.0	0.0	HDAC inhibitor	0.0111705922	MUC.CP006	0.0344827586
CPC009_PC3_24H:BRD-K38634661-019-01-7:10	4.2448745009	-2.1818741024	0	5	0.0	PC3	10.0	BRD-K38634661	24.0	BRD-K38634661	unknown	unknown	unknown	unknown	c1ccccc1	n1cccc2c1cccc2CNc3ccccc3	2.0	1.0	EGFR inhibitor	0.3508547073	CPC009	-0.3448275862
CPC005_VCAP_24H:BRD-A37959677-001-03-7:10	-5.5319411635	-1.0242697974	-1	6	0.0084	VCAP	10.0	BRD-A37959677	24.0	estrone	unknown	unknown	Launched	estrogen receptor agonist, estrogenic hormone	c1ccc2c(c1)CCC3C2CCC4CCCC43	unknown	1.0	0.0	estrogen receptor agonist	-0.139594097	CPC005	0.0344827586
CPC013_ASC_24H:BRD-K11663430-001-01-5:10	-2.3183055704	-3.9694174399	0	3	0.0	ASC	10.0	BRD-K11663430	24.0	pyroxamide	unknown	unknown	Phase 1	HDAC inhibitor	n1ccccc1	unknown	1.0	0.0	HDAC inhibitor	0.177405019	CPC013	0.0517241379
CPC019_MCF7_24H:BRD-K58191509-001-01-7:10	-1.6631337953	2.644893794	0	16	0.0007	MCF7	10.0	BRD-K58191509	24.0	BRD-K58191509	unknown	unknown	unknown	unknown	O1c2ccccc2CNCCCOCCCCC1	O1c2ccccc2CNCCC(OCCCCC1)CNCNc3cccc4ccccc43	3.0	3.0	mTOR inhibitor	0.1881717907	CPC019	-0.0344827586
CPC019_VCAP_24H:BRD-K73945663-001-01-9:10	-0.4392693242	-3.9203312408	0	11	0.0007	VCAP	10.0	BRD-K73945663	24.0	BRD-K73945663	unknown	unknown	unknown	unknown	O1c2ccccc2CNCCC1	O1c2ccccc2CNCCC1CNSc3ccccc3	2.0	3.0	dopamine receptor antagonist	0.3857145496	CPC019	-0.0172413793
CPC012_VCAP_24H:BRD-K40087974-001-05-5:10	-6.25168852	-2.1452670822	8	19	0.0224	VCAP	10.0	BRD-K40087974	24.0	BRD-K40087974	unknown	unknown	unknown	unknown	c1ccccc1	c1ccc(cc1)NCc2ccccc2	1.0	3.0	cyclooxygenase inhibitor	0.0655371759	CPC012	-0.0172413793
LJP001_SKBR3_24H:BRD-K68174511-001-02-5:0.4	-2.0980466499	-0.3634010106	0	0	0.0	SKBR3	0.4	BRD-K68174511	24.0	torin-2	unknown	unknown	Preclinical	mTOR inhibitor	n1cc2C=C[CH]Nc2c3ccccc13	n1cc2C=C[CH]N(c3ccccc3)c2c4ccccc14	3.0	3.0	PI3K inhibitor	0.0998606518	LJP001	-0.0344827586
CPC015_MCF7_24H:BRD-K69608737-001-03-7:10	2.4815765181	-1.3894024665	0	5	0.014	MCF7	10.0	BRD-K69608737	24.0	tacrolimus	MYCOPHENOLATE MOFETIL	Kidney replaced by transplant	Launched	calcineurin inhibitor	C1CCCCC1	O1CC2N(CCCC2)CCC3OC(CCCCC=CCCCCCC1C=CC4CCCCC4)CCC3	2.0	1.0	mTOR inhibitor	0.2713492337	CPC015	-0.1724137931
LJP002_SKBR3_24H:BRD-K50387473-001-03-7:10	-1.3294879147	-1.0989207779	0	0	0.0007	SKBR3	10.0	BRD-K50387473	24.0	XMD-892	unknown	unknown	Preclinical	MAP kinase inhibitor	c1ccccc1	c1ccc(cc1)N2CCCCC2	3.0	3.0	PLK inhibitor	0.3348157596	LJP002	-0.1206896552
CPC013_VCAP_6H:BRD-K82164249-001-01-9:10	-9.9276297284	-1.63496243	7	14	0.0	VCAP	10.0	BRD-K82164249	6.0	andarine	unknown	unknown	Phase 1	androgen receptor modulator	c1ccccc1	O(c1ccccc1)CCCNc2ccccc2	1.0	1.0	calcium channel blocker	0.0990691939	CPC013	0.0862068966
CPC014_HCC515_6H:BRD-K67506692-001-07-9:10	3.8142835602	6.1015083677	4	4	0.0	HCC515	10.0	BRD-K67506692	6.0	tyrphostin-AG-126	unknown	unknown	unknown	unknown	c1ccccc1	unknown	1.0	0.0	calcium channel blocker	0.0546241183	CPC014	0.1206896552
CPC008_VCAP_6H:BRD-K82185908-019-01-8:10	-1.9751792113	-0.7701053105	0	0	0.0455	VCAP	10.0	BRD-K82185908	6.0	BRD-K82185908	unknown	unknown	unknown	unknown	c1ccccc1	c1ccc(cc1)CCNCc2ccc3[nH]ccc3c2	2.0	1.0	adrenergic receptor antagonist	0.1592476021	CPC008	-0.0172413793
CPD001_MCF7_24H:BRD-A75935363-001-01-3:10	3.8966239174	0.6736155382	0	24	0.0042	MCF7	10.0	BRD-A75935363	24.0	atracurium	MANNITOL	Acute kidney failure with lesion of tubular necrosis	Launched	acetylcholine receptor antagonist	c1ccccc1	c1ccc(cc1)CC2NCCc3ccccc32	2.0	4.0	mTOR inhibitor	-0.5339737742	CPD001	-0.0172413793
CPC008_HT29_6H:BRD-K70917163-001-04-0:10	-4.1568963782	-9.5388693548	3	13	0.0	HT29	10.0	BRD-K70917163	6.0	BRD-K70917163	unknown	unknown	unknown	unknown	n1cnccc1	[N]1[CH]C=CN([CH]1)CCc2ccccc2	2.0	1.0	PLK inhibitor	-0.0819238701	CPC008	-0.0344827586
CPC004_HA1E_24H:BRD-A10188456-001-03-1:10	-2.0032259954	0.871062703	0	10	0.0238	HA1E	10.0	BRD-A10188456	24.0	dexamethasone	PROPOFOL	Encounter for antineoplastic chemotherapy	Launched	glucocorticoid receptor agonist	C1=CC2C(=CC1)CCC3C2CCC4CCCC43	unknown	1.0	0.0	glucocorticoid receptor agonist	0.6233830678	CPC004	0.0344827586
CPC019_HT29_6H:BRD-K74840245-001-05-9:10	-2.6166469315	-0.7032998114	0	0	0.0098	HT29	10.0	BRD-K74840245	6.0	BRD-K74840245	unknown	unknown	unknown	unknown	c1ccccc1	c1ccc(cc1)NCc2ccccc2	1.0	1.0	cyclooxygenase inhibitor	0.0744453204	CPC019	0.0517241379
CPC011_A549_24H:BRD-K63343048-001-07-2:10	-0.5087974934	-4.2269878813	0	11	0.0	A549	10.0	BRD-K63343048	24.0	orlistat	ATORVASTATIN	Obesity, unspecified	Launched	lipase inhibitor	unknown	unknown	0.0	0.0	protein synthesis inhibitor	0.2119486941	CPC011	-0.0517241379
CPC020_HA1E_6H:BRD-K62300190-003-05-9:10	-2.0659449983	-1.7135528765	0	0	0.0	HA1E	10.0	BRD-K62300190	6.0	BRD-K62300190	unknown	unknown	unknown	unknown	O1CCNCC1	O1CCN(c2ccccc2)CC1	2.0	3.0	calcium channel blocker	0.2055853385	CPC020	0.0517241379
CPC006_SNUC5_6H:BRD-A67788537-001-01-7:120	1.1399873483	0.5788085102	0	15	0.0	SNUC5	120.0	BRD-A67788537	6.0	salermide	unknown	unknown	unknown	unknown	c1ccccc1	c1ccc(cc1)NCCc2ccccc2	2.0	3.0	EGFR inhibitor	0.1924785903	CPC006	-0.2068965517
CPC012_VCAP_6H:BRD-K72615639-001-01-0:10	5.8300931336	-5.0780892096	1	9	0.0	VCAP	10.0	BRD-K72615639	6.0	BRD-K72615639	unknown	unknown	unknown	unknown	c1ccccc1	N(=Cc1ccccc1)NCc2ccccc2	1.0	1.0	cyclooxygenase inhibitor	0.2753937711	CPC012	-0.0517241379
CPC012_MCF7_24H:BRD-K71935468-001-01-9:10	7.1347164499	0.6613534127	0	23	0.0	MCF7	10.0	BRD-K71935468	24.0	BRD-K71935468	unknown	unknown	unknown	unknown	n1cnccc1	O1CC2N(CC3(c4ccccc4NC3)C2)C(c5ccccc5)C1c6ccccc6	4.0	24.0	adrenergic receptor antagonist	0.2143234764	CPC012	-0.2068965517
CPC009_HA1E_6H:BRD-K23149109-019-01-3:10	5.3797795093	-5.9593614461	1	9	0.0	HA1E	10.0	BRD-K23149109	6.0	BRD-K23149109	unknown	unknown	unknown	unknown	c1ccccc1	n1cccc2c1cccc2CNc3ccccc3	2.0	1.0	adrenergic receptor antagonist	0.2304881911	CPC009	-0.1551724138
CPC001_HCC515_24H:BRD-K87932577-001-01-6:10	-1.0794617564	0.6471226812	0	10	0.0021	HCC515	10.0	BRD-K87932577	24.0	CDK1-5-inhibitor	unknown	unknown	Preclinical	CDK inhibitor, glycogen synthase kinase inhibitor	N=1[N]c2nc3ccccc3nc2C1	unknown	1.0	0.0	PI3K inhibitor	-0.0054687001	CPC001	-0.0344827586
CPC013_MCF7_6H:BRD-A02333338-001-01-1:10	-8.8392587235	9.2604894801	2	2	0.0	MCF7	10.0	BRD-A02333338	6.0	cyclopamine	unknown	unknown	unknown	unknown	O1C2CCCNC2CC13C=C4CC5C6C(=CCC5C4CC3)CCCC6	unknown	1.0	0.0	glucocorticoid receptor agonist	0.0441721534	CPC013	-0.0517241379
CPC006_VCAP_24H:BRD-A70155556-001-04-4:40	0.3153853192	-5.5640046875	0	11	0.0	VCAP	40.0	BRD-A70155556	24.0	lovastatin	FELODIPINE	Unspecified disorder of lipoid metabolism	Launched	HMGCR inhibitor	C1=CCCC2C1=CCCC2	unknown	1.0	0.0	glucocorticoid receptor agonist	0.2077267798	CPC006	0.0172413793
CPC019_VCAP_6H:BRD-K24754728-001-01-8:10	1.9739351619	-3.9175036165	0	17	0.0042	VCAP	10.0	BRD-K24754728	6.0	BRD-K24754728	unknown	unknown	unknown	unknown	c1ccccc1	O1c2ccccc2CNCCC(OCCCCC1)CNCNc3ccccc3	2.0	3.0	dopamine receptor antagonist	-0.008865672	CPC019	-0.0517241379
CPC001_VCAP_24H:BRD-A28318179-003-03-6:10	-1.3376009015	0.3537091127	0	10	0.0084	VCAP	10.0	BRD-A28318179	24.0	aminomethyltransferase	unknown	unknown	Preclinical	nitric oxide synthase inhibitor	N1=CSCCC1	unknown	1.0	0.0	histamine receptor antagonist	-0.1049145549	CPC001	0.0344827586
CPC001_HCC515_6H:BRD-K74305673-001-01-3:10	2.6683616124	-0.7162067927	0	5	0.0	HCC515	10.0	BRD-K74305673	6.0	IKK-2-inhibitor-V	unknown	unknown	Phase 1	IKK inhibitor, NFkB pathway inhibitor	c1ccccc1	c1ccc(cc1)NCc2ccccc2	1.0	1.0	EGFR inhibitor	0.0678910387	CPC001	0.0172413793
CPC013_ASC_24H:BRD-K25504083-001-03-1:10	-1.1055997364	-0.3828564117	0	0	0.0	ASC	10.0	BRD-K25504083	24.0	cytochalasin-d	unknown	unknown	unknown	unknown	C1=CCC23CNCC3CCCC2C=CCCCC1	c1ccc(cc1)CC2NCC34CC=CCCCCC=CC4CCCC23	2.0	1.0	retinoid receptor agonist	0.2274720827	CPC013	0.0517241379
CPC012_ASC_24H:BRD-K81795824-001-01-4:10	4.9752194309	-5.0085035182	1	9	0.0	ASC	10.0	BRD-K81795824	24.0	BRD-K81795824	unknown	unknown	unknown	unknown	c1ccccc1	n1cscc1-c2ccccc2	3.0	12.0	PI3K inhibitor	0.2994639371	CPC012	-0.1379310345
CPC010_VCAP_24H:BRD-K59962020-001-10-1:10	-0.5299899585	-2.9075044365	0	18	0.0007	VCAP	10.0	BRD-K59962020	24.0	CHEMBL-374350	unknown	unknown	unknown	unknown	N1=C[N]c2ccccc12	n1cn(c2ccccc12)CCc3ccccc3	2.0	1.0	adrenergic receptor antagonist	0.2573167762	CPC010	0.1034482759
CPC004_PC3_24H:BRD-K10995081-001-15-4:10	-0.1725091592	-4.5564745828	0	11	0.0271	PC3	10.0	BRD-K10995081	24.0	perphenazine	BENZTROPINE	Paranoid type schizophrenia, chronic with acute exacerbation	Launched	dopamine receptor antagonist	S1c2ccccc2Nc3ccccc13	S1c2ccccc2N(c3ccccc13)CCCN4CCNCC4	2.0	1.0	dopamine receptor antagonist	0.2572384304	CPC004	0.0172413793
CPC020_VCAP_6H:BRD-A79803969-003-13-8:10	-9.8077784982	-1.675745684	7	14	0.0	VCAP	10.0	BRD-A79803969	6.0	memantine	DONEPEZIL	Alzheimer's disease	Launched	glutamate receptor antagonist	C1C2CC3CC1CC(C2)C3	unknown	1.0	0.0	NFkB pathway inhibitor	-0.0523645612	CPC020	0.0517241379
CPC012_VCAP_24H:BRD-K41652870-001-01-9:10	4.7784140415	1.630145538	0	24	0.0	VCAP	10.0	BRD-K41652870	24.0	BRD-K41652870	unknown	unknown	unknown	unknown	n1nc2ccc3cc4OCCOc4cc3n2c1	n1cscc1-c2ccccc2	2.0	3.0	PLK inhibitor	0.2222979826	CPC012	0.0344827586
CPC012_PC3_24H:BRD-K04534322-001-01-8:10	3.887012322	-2.6282775811	0	5	0.0	PC3	10.0	BRD-K04534322	24.0	BRD-K04534322	unknown	unknown	unknown	unknown	c1ccccc1	O1CC([Si]c2ccccc2)CC13c4ccccc4NC3	2.0	3.0	topoisomerase inhibitor	0.4700407682	CPC012	-0.1896551724
CVD001_HUH7_24H:BRD-K37392901-003-01-7:10	5.5707184591	3.0311429629	0	12	0.0	HUH7	10.0	BRD-K37392901	24.0	NSC-632839	unknown	unknown	Preclinical	ubiquitin specific protease inhibitor	c1ccccc1	c1ccc(cc1)C=C2CNCCC2	2.0	2.0	HSP inhibitor	0.1472892484	CVD001	-0.1034482759
CPC006_HA1E_24H:BRD-K33583600-001-09-6:10	1.5699195827	1.6422687812	0	15	0.0	HA1E	10.0	BRD-K33583600	24.0	isoliquiritigenin	unknown	unknown	Preclinical	guanylate cyclase activator	c1ccccc1	c1ccc(cc1)C=CCc2ccccc2	1.0	1.0	estrogen receptor agonist	0.2177909704	CPC006	0.0862068966
CPC004_HCC515_24H:BRD-K10995081-001-15-4:10	-1.2562097759	-3.1016482855	0	18	0.007	HCC515	10.0	BRD-K10995081	24.0	perphenazine	BENZTROPINE	Paranoid type schizophrenia, chronic with acute exacerbation	Launched	dopamine receptor antagonist	S1c2ccccc2Nc3ccccc13	S1c2ccccc2N(c3ccccc13)CCCN4CCNCC4	2.0	1.0	dopamine receptor antagonist	0.2572384304	CPC004	-0.0344827586
CPC006_HA1E_6H:BRD-K28470988-001-01-2:10	-2.7514212913	0.4396419499	0	21	0.0126	HA1E	10.0	BRD-K28470988	6.0	L-690330	unknown	unknown	Preclinical	inositol monophosphatase inhibitor	c1ccccc1	unknown	1.0	0.0	estrogen receptor agonist	0.0916996497	CPC006	0.0517241379
CPC016_HT29_6H:BRD-A82371568-001-01-5:10	3.833056427	1.7647978178	0	24	0.0	HT29	10.0	BRD-A82371568	6.0	clofarabine	CYTARABINE	Acute myeloid leukemia, in relapse	Launched	ribonucleotide reductase inhibitor	n1cnc2[N]C=Nc2c1	n1cnc2c(ncn2C3OCCC3)c1	1.0	1.0	CDK inhibitor	0.1833516087	CPC016	-0.0344827586
CPC014_PC3_24H:BRD-K99498722-001-01-8:10	-8.7040772249	-6.0312531409	6	7	0.0	PC3	10.0	BRD-K99498722	24.0	NPI-2358	unknown	unknown	Phase 3	tubulin polymerization inhibitor	c1ccccc1	[N]1C=NC(=C1)C=C2[CH]N[CH][CH]N2	2.0	3.0	CDK inhibitor	0.1027529655	CPC014	-0.0172413793
CPC013_MCF7_6H:BRD-K72451865-001-01-5:10	1.9234192638	-0.8369156441	0	26	0.0	MCF7	10.0	BRD-K72451865	6.0	BRD-K72451865	unknown	unknown	unknown	unknown	c1ccccc1	N1=C(OC2c3ccccc3CNCC12)c4ccccc4	2.0	3.0	dopamine receptor antagonist	0.1618570716	CPC013	-0.1034482759
CPC014_A549_24H:BRD-A50454580-001-01-1:10	-3.0444646462	-2.0902386907	0	3	0.0	A549	10.0	BRD-A50454580	24.0	PD-0325901	unknown	unknown	Phase 2	MEK inhibitor	c1ccccc1	c1ccc(cc1)Nc2ccccc2	1.0	1.0	MEK inhibitor	0.132164442	CPC014	0.0
CPC004_HCC515_24H:BRD-K31542390-001-01-5:10	-1.3911934934	2.998545838	0	16	0.0	HCC515	10.0	BRD-K31542390	24.0	mycophenolic-acid	unknown	unknown	Launched	dehydrogenase inhibitor, inositol monophosphatase inhibitor	O1Cc2ccccc2C1	unknown	1.0	0.0	topoisomerase inhibitor	0.1376593792	CPC004	-0.0862068966
CPC005_A375_24H:BRD-A78360835-001-01-1:10	4.2303767206	4.2078081213	-1	4	0.0	A375	10.0	BRD-A78360835	24.0	cercosporin	unknown	unknown	unknown	unknown	O1c2ccc3cccc4c5cccc6ccc(OC1)c(c2c34)c65	unknown	1.0	0.0	protein synthesis inhibitor	0.1602961039	CPC005	-0.0172413793
CPC009_HA1E_6H:BRD-K18724229-019-01-5:10	-5.4592888866	3.2292305898	14	8	0.0	HA1E	10.0	BRD-K18724229	6.0	BRD-K18724229	unknown	unknown	unknown	unknown	n1csc2ccccc12	n1c(sc2ccccc12)-c3csc4c3CCCNC4	2.0	1.0	PARP inhibitor	0.6769105676	CPC009	0.0344827586
CPC006_RMUGS_6H:BRD-K31342827-001-05-4:12.12	-1.2590734699	1.2478622951	0	10	0.0	RMUGS	12.12	BRD-K31342827	6.0	bisindolylmaleimide	unknown	unknown	Preclinical	PKC inhibitor	c1ccc2[nH]ccc2c1	c1ccc2c(c1)[nH]cc2C3=CCNC3	1.0	2.0	PARP inhibitor	0.0658182192	CPC006	0.0172413793
CPC018_A375_6H:BRD-K40530731-001-02-5:10	-1.0553087402	0.7319867722	0	10	0.0049	A375	10.0	BRD-K40530731	6.0	hyoscyamine	DICYCLOMINE	Irritable bowel syndrome	Launched	acetylcholine receptor antagonist	c1ccccc1	O(CCc1ccccc1)C2CC3NC(CC3)C2	2.0	1.0	cyclooxygenase inhibitor	-0.0683893044	CPC018	-0.0172413793
CPC009_VCAP_6H:BRD-A19037878:10	-4.0328002392	-9.5743563013	3	13	0.0	VCAP	10.0	BRD-A19037878	6.0	trichostatin-a	unknown	unknown	Preclinical	HDAC inhibitor	c1ccccc1	unknown	1.0	0.0	HDAC inhibitor	0.0140735096	CPC009	-0.0172413793
CPC007_HA1E_24H:BRD-A76641868-001-03-2:10	-1.189126324	-4.0152202497	0	18	0.0014	HA1E	10.0	BRD-A76641868	24.0	BRD-A76641868	unknown	unknown	unknown	unknown	n1ccnc2ccccc12	n1c2ccccc2nc(c1N3CCNCC3)CCOC4CCCCC4	3.0	3.0	adrenergic receptor antagonist	0.1747252821	CPC007	0.1379310345
